function,f3994,f3995,f3996,f3997,f3998,f3999,f4000,f4001,f4002,f4003,f4004,f4005,f4006,f4007,f4008,f4009,f4010,f4011,f4012,f4013,f4014,f4015,f4016,f4017,f4018,f4019,f4020,f4021,f4022,f4023,f4024,f4025,f4026,f4027,f4028,f4029,f4030,f4031,f4032,f4033,f4034,f4035,f4036,f4037,f4038,f4039,f4040,f4041,f4042,f4043,f4044,f4045,f4046,f4047,f4048,f4049,f4050,f4051,f4052,f4053,f4054,f4055,f4056,f4057,f4058,f4059,f4060,f4061,f4062,f4063,f4064,f4065,f4066,f4067,f4068,f4069,f4070,f4071,f4072,f4073,f4074,f4075,f4076,f4077,f4078,f4079,f4080,f4081,f4082,f4083,f4084,f4085,f4086,f4087,f4088,f4089,f4090,f4091,f4092,f4093,f4094,f4095,f4096,f4097,f4098,f4099,f4100,f4101,f4102,f4103,f4104,f4105,f4106,f4107,f4108,f4109,f4110,f4111,f4112,f4113,f4114,f4115,f4116,f4117,f4118,f4119,f4120,f4121,f4122,f4123,f4124,f4125,f4126,f4127,f4128,f4129,f4130,f4131,f4132,f4133,f4134,f4135,f4136,f4137,f4138,f4139,f4140,f4141,f4142,f4143,f4144,f4145,f4146,f4147,f4148,f4149,f4150,f4151,f4152,f4153,f4154,f4155,f4156,f4157,f4158,f4159,f4160,f4161,f4162,f4163,f4164,f4165,f4166,f4167,f4168,f4169,f4170,f4171,f4172,f4173,f4174,f4175,f4176,f4177,f4178,f4179,f4180,f4181,f4182,f4183,f4184,f4185,f4186,f4187,f4188,f4189,f4190,f4191,f4192,f4193,f4194,f4195,f4196,f4197,f4198,f4199,f4200,f4201,f4202,f4203,f4204,f4205,f4206,f4207,f4208,f4209,f4210,f4211,f4212,f4213,f4214,f4215,f4216,f4217,f4218,f4219,f4220,f4221,f4222,f4223,f4224,f4225,f4226,f4227,f4228,f4229,f4230,f4231,f4232,f4233,f4234,f4235,f4236,f4237,f4238,f4239,f4240,f4241,f4242,f4243,f4244,f4245,f4246,f4247,f4248,f4249,f4250,f4251,f4252,f4253,f4254,f4255,f4256,f4257,f4258,f4259,f4260,f4261,f4262,f4263,f4264,f4265,f4266,f4267,f4268,f4269,f4270,f4271,f4272,f4273,f4274,f4275,f4276,f4277,f4278,f4279,f4280,f4281,f4282,f4283,f4284,f4285,f4286,f4287,f4288,f4289,f4290,f4291,f4292,f4293,f4294,f4295,f4296,f4297,f4298,f4299,f4300,f4301,f4302,f4303,f4304,f4305,f4306,f4307,f4308,f4309,f4310,f4311,f4312,f4313,f4314,f4315,f4316,f4317,f4318,f4319,f4320,f4321,f4322,f4323,f4324,f4325,f4326,f4327,f4328,f4329,f4330,f4331,f4332,f4333,f4334,f4335,f4336,f4337,f4338,f4339,f4340,f4341,f4342,f4343,f4344,f4345,f4346,f4347,f4348,f4349,f4350,f4351,f4352,f4353,f4354,f4355,f4356,f4357,f4358,f4359,f4360,f4361,f4362,f4363,f4364,f4365,f4366,f4367,f4368,f4369,f4370,f4371,f4372,f4373,f4374,f4375,f4376,f4377,f4378,f4379,f4380,f4381,f4382,f4383,f4384,f4385,f4386,f4387,f4388,f4389,f4390,f4391,f4392,f4393,f4394,f4395,f4396,f4397,f4398,f4399,f4400,f4401,f4402,f4403,f4404,f4405,f4406,f4407,f4408,f4409,f4410,f4411,f4412,f4413,f4414,f4415,f4416,f4417,f4418,f4419,f4420,f4421,f4422,f4423,f4424
WC2n,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
WC2p,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1
WD1n,0,1,2,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,2,1,1,1,0,0,0,0,1,0,2,1,0,0,0,2,0,1,1,2,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,2,0,0,1,1,1,1,1,2,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,2,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,2,1,1,1,0,0,0,1,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,2,0,1,0,0,2,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,1,0,1,1,0,0,1,2,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,1,1,0,0,0,1,1,0,2,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,2,0,0,1,1,0,0,1,2,2,0,1,1,2,1,0,2,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,1,0,0
WD1p,1,0,0,1,0,0,0,0,1,1,1,1,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,2,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,2,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
WD2n,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
WD2p,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1
WE1n,2,0,3,0,0,0,0,0,0,2,2,0,2,3,0,0,0,0,1,0,1,1,0,2,2,1,2,0,0,2,0,0,2,2,0,0,2,1,0,2,0,0,0,1,2,2,1,0,0,0,2,1,0,1,0,0,0,2,2,2,1,2,2,0,2,2,1,1,0,0,0,1,0,2,2,1,0,2,2,2,0,0,2,1,2,0,0,2,2,0,2,1,0,2,0,0,2,0,1,0,1,1,1,1,0,2,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,2,0,1,0,2,0,0,2,0,0,1,2,1,1,0,2,1,1,2,0,1,0,0,2,0,1,0,1,2,1,2,1,0,2,2,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,1,0,2,2,2,0,0,2,0,2,2,1,1,0,2,0,0,0,0,2,2,2,0,2,2,2,0,0,2,0,2,2,2,0,0,1,2,2,2,0,2,1,2,1,2,0,1,0,2,2,1,0,1,1,0,0,2,0,0,1,0,0,1,0,2,0,2,3,0,1,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2,0,2,1,0,0,1,3,2,0,0,2,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,0,2,2,0,2,0,0,0,2,2,0,2,0,1,2,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,1,2,2,2,2,0,0,3,0,0,0,0,1,2,2,0,2,0,0,1,1,0,0,2,2,3,3,0,0,2,2,0,2,1,0,0,0,0,0,3,0,2,2,2,0,0,0,2,1,1,1,0,1,2,2,0,1,0,0,3,0,0,0,0,0,0,0,0,2,0,2,2,1,0,2,0,1,0,0,1,0,0,0,0
WE1p,0,1,0,1,1,1,2,1,2,0,0,2,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,2,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,0,0,2,1,0,0,0,1,2,0,0,1,0,0,0,0,1,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,2,1,0,0,0,0,1,0,2,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,1,3,0,1,0,2,0,0,0,0,0,2,0,0,2,1,1,1,1,2,3,0,0,0,0,0,1,0,2,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,1,2,2,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,1,2,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,2,0,0,0,1,1,2,2,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,2,2,2,1,3,0,0,0,0,0,1,0,0,3,1,0,0,2,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,2,0,2,1,2,2,0,0,0,2,0,2,2,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,2,2,2,3,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,3,0,0,1,1,0,0,1,3,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0
WE2n,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WE2p,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1
WF1n,0,3,3,0,3,0,3,0,0,0,4,3,4,3,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,2,3,0,0,2,1,0,4,0,0,0,1,2,2,0,0,0,3,0,0,4,1,4,4,0,0,0,3,0,0,0,0,2,0,1,1,0,2,3,1,4,2,0,1,0,0,0,0,2,0,0,1,0,0,3,0,0,0,2,0,0,0,2,0,0,0,1,0,1,1,1,1,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,1,2,0,3,0,2,0,0,2,3,0,1,2,1,1,0,2,0,1,2,0,1,0,0,2,4,4,0,3,0,4,0,0,0,0,0,0,3,0,3,4,0,0,2,1,1,1,0,0,1,0,0,0,3,2,0,0,0,2,0,4,3,0,0,0,2,3,0,4,0,0,2,2,0,2,4,0,3,0,0,0,0,2,2,4,0,4,2,1,0,3,2,1,2,0,4,3,1,0,4,2,1,0,1,0,4,0,2,0,0,4,0,0,0,4,0,4,4,4,0,1,0,0,2,0,2,0,4,0,0,0,2,3,0,0,0,0,2,0,0,0,0,0,0,2,3,0,3,2,1,0,2,0,4,0,2,2,0,2,1,0,3,0,2,0,0,0,2,2,2,4,0,0,3,0,3,2,3,0,2,0,0,2,0,3,2,0,0,0,1,2,0,2,3,4,0,0,0,0,0,0,0,0,2,0,4,0,2,3,0,0,3,0,3,0,0,0,0,2,0,1,3,3,0,0,0,0,0,0,2,2,0,3,3,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,3,0,3,3,0,4,2,2,2,0,0,0,0,0,0,0,3,0,0,3,2,0,0,0,0,1,1,0,0,1,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,0,3,0,1,0,2,0,0,0,0,1,0,0,0,0
WF1p,3,0,0,1,0,3,0,3,4,3,0,0,0,0,3,0,1,1,1,0,0,0,1,0,0,1,2,1,0,4,0,1,0,0,0,0,0,0,1,0,2,2,0,0,0,0,4,4,2,0,3,4,0,0,0,0,4,2,2,0,3,3,2,0,0,2,0,0,1,0,0,0,0,0,2,0,2,2,2,2,0,1,3,0,2,1,0,2,2,3,0,1,0,2,0,1,3,2,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,1,2,2,2,0,0,0,0,2,0,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,2,0,0,0,3,0,2,0,2,1,4,2.9999990001781640e+00,4,3,0,1,0,0,3,3,0,0,0,0,0,0,0,3,4,1,0,0,2,1,2,0,2,0,0,1,3,1,0,0,4,0,4,2,0,0,3,0,0,3,0,2,2,1,2,0,0,0,1,0,0,0,3,0,0,0,0,3,0,0,0,1,0,0,0,2,0,2,0,2,0,3,2,0,3,1,1,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,4,0,3,0,0,3,1,1,2,3,2,0,0,2,0,0,0,2,0,2,0,2,0,0,1,0,0,0,0,2,0,4,2,0,0,0,0,0,3,0,0,2,0,0,0,0,0,3,1,0,2,0,0,3,0,4,0,0,2,0,0,0,2,0,3,3,0,0,0,1,0,0,0,3,0,0,1,0,0,3,0,1,2,0,0,0,4,0,0,0,4,0,2,4,3,2,0,0,2,0,0,4,1,4,2,0,2,0,2,2,3.0000001664879621e+00,3,4,0,2,1,0,2,0,0,0,0,0,0,0,2,1,2,3,2,3,2,0,3,4,0,0,0,0,1,2,0,0,1,1,0,3,2,2,1,0,3,0,0,0,1,0,0,1,0,0,4,1,0,2,0,0,0,0,1,0,2,0,2,1,0,0
WF2n,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
WF2p,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1.0000009993307712e+00,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.9999966687463593e-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1
